Country,Instruction Hours Per Year,Math Average Score,Math Hours Per Year,Math instruction as percent of total hours,Science Average Score ,Science hours per year,Science instruction as a percent of total hours,Math Score - Science Score
   TIMSS average,897,500,162,18,500,85,10,
Armenia,851,452,139,16,416,54,6,36
Australia,"1,008",516,230,23,516,65,6,0
Austria,808,508,146,18,532,96,12,-23
Azerbaijan,804,463,130,18,438,61,8,25
Bahrain,964,436,131,14,449,85,9,-13
Belgium (Flemish)-BEL,"1,010",549,224,21,509,---,---,41
Chile,"1,228",462,231,19,480,161,13,-19
Chinese Taipei-CHN,989,591,133,12,552,90,9,40
Croatia,776,490,134,18,516,95,13,-26
Czech Republic,782,511,163,21,536,60,8,-26
Denmark,863,537,124,15,528,62,7,9
England-GBR,970,542,188,19,529,76,8,14
Finland,779,545,139,18,570,98,13,-25
Georgia,748,450,148,21,455,110,16,-5
Germany,863,528,163,19,528,75,8,0
Hong Kong-CHN,"1,059",602,158,15,535,88,8,67
Hungary,760,515,148,20,534,72,10,-19
"Iran, Islamic Republic of",727,431,146,20,453,106,14,-22
Ireland,854,527,150,18,516,63,7,11
Italy,"1,085",508,214,20,524,78,7,-16
Japan,891,585,150,17,559,91,10,27
Kazakhstan,779,501,140,18,495,57,8,6
"Korea, Republic of",789,605,121,15,587,92,11,18
Kuwait,928,342,120,13,347,85,10,-5
Lithuania,649,534,133,21,515,60,9,19
Malta,891,496,183,21,446,39,4,50
Morocc,"1,040",335,174,17,264,44,5,71
Netherlands,"1,074",540,195,18,531,42,4,9
New Zealand,925,486,168,18,497,52,6,-11
Northern Ireland-GBR,970,562,232,24,517,72,8,46
Norway,817,495,157,19,494,55,7,1
Oman,999,385,170,17,377,120,12,8
Poland,764,481,157,21,505,64,8,-24
Portugal,940,532,250,27,522,162,17,11
Qatar,"1,068",413,185,17,394,135,13,19
Romania,796,482,148,19,505,56,7,-23
Russian Federation,660,542,104,16,552,49,8,-10
Saudi Arabia,977,410,147,15,429,82,8,-19
Serbia,778,516,153,20,516,72,10,0
Singapore,"1,012",606,208,21,583,96,9,22
Slovak Republic,780,507,147,19,532,101,13,-25
Slovenia,684,513,169,25,520,101,15,-7
Spain,884,482,167,19,505,145,16,-23
Sweden,849,504,138,17,533,75,9,-30
Thailand,"1,201",458,167,14,472,109,9,-14
Tunisia,963,359,175,19,346,93,10,14
Turkey,900,469,126,15,463,94,11,7
United Arab Emirates,"1,025",434,154,15,428,108,11,7
United States,"1,078",541,206,19,544,105,10,-3
Yemen,831,248,135,16,209,91,11,39
  Abu Dhabi-UAE,"1,033",417,150,15,411,110,11,6
  Alberta-CAN,"1,006",507,169,17,541,130,13,-35
  Dubai-UAE,993,468,158,16,461,99,10,7
  Florida-USA,"1,073",545,217,20,545,113,10,1
  North Carolina-USA,"1,113",554,221,20,538,94,9,16
  Ontario-CAN,969,518,201,21,528,92,10,-10
  Quebec-CAN,916,533,229,25,516,50,5,16
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
